Date,Branch_ID,Shift,Local_State_Signal
2024-11-26,BR-004,Morning,False
2024-11-27,BR-004,Morning,False
2024-11-28,BR-004,Morning,False
2024-11-29,BR-004,Morning,False
2024-11-30,BR-004,Morning,False
2024-12-01,BR-004,Morning,False
2024-12-02,BR-004,Morning,False
2024-12-03,BR-004,Morning,False
2024-12-04,BR-004,Morning,False
2024-12-05,BR-004,Morning,False
2024-12-06,BR-004,Morning,False
2024-12-07,BR-004,Morning,False
2024-12-08,BR-004,Morning,False
2024-12-09,BR-004,Morning,False
2024-12-10,BR-004,Morning,False
2024-12-11,BR-004,Morning,False
2024-12-12,BR-004,Morning,False
2024-12-13,BR-004,Morning,False
2024-12-14,BR-004,Morning,False
2024-12-15,BR-004,Morning,False
2024-12-16,BR-004,Morning,False
2024-12-17,BR-004,Morning,False
2024-12-18,BR-004,Morning,False
2024-12-19,BR-004,Morning,False
2024-12-20,BR-004,Morning,False
2024-12-21,BR-004,Morning,False
2024-12-22,BR-004,Morning,False
2024-12-23,BR-004,Morning,False
2024-12-24,BR-004,Morning,False
2024-12-25,BR-004,Morning,False
2024-12-26,BR-004,Morning,False
2024-12-27,BR-004,Morning,False
2024-12-28,BR-004,Morning,False
2024-12-29,BR-004,Morning,False
2024-12-30,BR-004,Morning,False
2024-12-31,BR-004,Morning,False
2025-01-01,BR-004,Morning,False
2025-01-02,BR-004,Morning,False
2025-01-03,BR-004,Morning,False
2025-01-04,BR-004,Morning,False
2025-01-05,BR-004,Morning,False
2025-01-06,BR-004,Morning,False
2025-01-07,BR-004,Morning,False
2025-01-08,BR-004,Morning,False
2025-01-09,BR-004,Morning,False
2025-01-10,BR-004,Morning,False
2025-01-11,BR-004,Morning,False
2025-01-12,BR-004,Morning,False
2025-01-13,BR-004,Morning,False
2025-01-14,BR-004,Morning,False
2025-01-15,BR-004,Morning,False
2025-01-16,BR-004,Morning,False
2025-01-17,BR-004,Morning,False
2025-01-18,BR-004,Morning,False
2025-01-19,BR-004,Morning,False
2025-01-20,BR-004,Morning,False
2025-01-21,BR-004,Morning,False
2025-01-22,BR-004,Morning,False
2025-01-23,BR-004,Morning,False
2025-01-24,BR-004,Morning,False
2025-01-25,BR-004,Morning,False
2025-01-26,BR-004,Morning,False
2025-01-27,BR-004,Morning,False
2025-01-28,BR-004,Morning,False
2025-01-29,BR-004,Morning,False
2025-01-30,BR-004,Morning,False
2025-01-31,BR-004,Morning,False
2025-02-01,BR-004,Morning,False
2025-02-02,BR-004,Morning,False
2025-02-03,BR-004,Morning,False
2025-02-04,BR-004,Morning,False
2025-02-05,BR-004,Morning,False
2025-02-06,BR-004,Morning,False
2025-02-07,BR-004,Morning,False
2025-02-08,BR-004,Morning,False
2025-02-09,BR-004,Morning,False
2025-02-10,BR-004,Morning,False
2025-02-11,BR-004,Morning,False
2025-02-12,BR-004,Morning,False
2025-02-13,BR-004,Morning,False
2025-02-14,BR-004,Morning,False
2025-02-15,BR-004,Morning,False
2025-02-16,BR-004,Morning,False
2025-02-17,BR-004,Morning,False
2025-02-18,BR-004,Morning,False
2025-02-19,BR-004,Morning,False
2025-02-20,BR-004,Morning,False
2025-02-21,BR-004,Morning,False
2025-02-22,BR-004,Morning,False
2025-02-23,BR-004,Morning,False
2025-02-24,BR-004,Morning,False
2025-02-25,BR-004,Morning,False
2025-02-26,BR-004,Morning,False
2025-02-27,BR-004,Morning,False
2025-02-28,BR-004,Morning,False
2025-03-01,BR-004,Morning,False
2025-03-02,BR-004,Morning,False
2025-03-03,BR-004,Morning,False
2025-03-04,BR-004,Morning,False
2025-03-05,BR-004,Morning,False
2025-03-06,BR-004,Morning,False
2025-03-07,BR-004,Morning,False
2025-03-08,BR-004,Morning,False
2025-03-09,BR-004,Morning,False
2025-03-10,BR-004,Morning,False
2025-03-11,BR-004,Morning,False
2025-03-12,BR-004,Morning,False
2025-03-13,BR-004,Morning,False
2025-03-14,BR-004,Morning,False
2025-03-15,BR-004,Morning,False
2025-03-16,BR-004,Morning,False
2025-03-17,BR-004,Morning,False
2025-03-18,BR-004,Morning,False
2025-03-19,BR-004,Morning,False
2025-03-20,BR-004,Morning,False
2025-03-21,BR-004,Morning,False
2025-03-22,BR-004,Morning,False
2025-03-23,BR-004,Morning,False
2025-03-24,BR-004,Morning,False
2025-03-25,BR-004,Morning,False
2025-03-26,BR-004,Morning,False
2025-03-27,BR-004,Morning,False
2025-03-28,BR-004,Morning,False
2025-03-29,BR-004,Morning,False
2025-03-30,BR-004,Morning,False
2025-03-31,BR-004,Morning,False
2025-04-01,BR-004,Morning,False
2025-04-02,BR-004,Morning,False
2025-04-03,BR-004,Morning,False
2025-04-04,BR-004,Morning,False
2025-04-05,BR-004,Morning,False
2025-04-06,BR-004,Morning,False
2025-04-07,BR-004,Morning,False
2025-04-08,BR-004,Morning,False
2025-04-09,BR-004,Morning,False
2025-04-10,BR-004,Morning,False
2025-04-11,BR-004,Morning,False
2025-04-12,BR-004,Morning,False
2025-04-13,BR-004,Morning,False
2025-04-14,BR-004,Morning,False
2025-04-15,BR-004,Morning,False
2025-04-16,BR-004,Morning,False
2025-04-17,BR-004,Morning,False
2025-04-18,BR-004,Morning,False
2025-04-19,BR-004,Morning,False
2025-04-20,BR-004,Morning,False
2025-04-21,BR-004,Morning,False
2025-04-22,BR-004,Morning,False
2025-04-23,BR-004,Morning,False
2025-04-24,BR-004,Morning,False
2025-04-25,BR-004,Morning,False
2025-04-26,BR-004,Morning,False
2025-04-27,BR-004,Morning,False
2025-04-28,BR-004,Morning,False
2025-04-29,BR-004,Morning,False
2025-04-30,BR-004,Morning,False
2025-05-01,BR-004,Morning,False
2025-05-02,BR-004,Morning,False
2025-05-03,BR-004,Morning,False
2025-05-04,BR-004,Morning,False
2025-05-05,BR-004,Morning,False
2025-05-06,BR-004,Morning,False
2025-05-07,BR-004,Morning,False
2025-05-08,BR-004,Morning,False
2025-05-09,BR-004,Morning,False
2025-05-10,BR-004,Morning,False
2025-05-11,BR-004,Morning,False
2025-05-12,BR-004,Morning,False
2025-05-13,BR-004,Morning,False
2025-05-14,BR-004,Morning,False
2025-05-15,BR-004,Morning,False
2025-05-16,BR-004,Morning,False
2025-05-17,BR-004,Morning,False
2025-05-18,BR-004,Morning,False
2025-05-19,BR-004,Morning,False
2025-05-20,BR-004,Morning,False
2025-05-21,BR-004,Morning,False
2025-05-22,BR-004,Morning,False
2025-05-23,BR-004,Morning,False
2025-05-24,BR-004,Morning,False
2025-05-25,BR-004,Morning,False
2025-05-26,BR-004,Morning,False
2025-05-27,BR-004,Morning,False
2025-05-28,BR-004,Morning,False
2025-05-29,BR-004,Morning,False
2025-05-30,BR-004,Morning,False
2025-05-31,BR-004,Morning,False
2025-06-01,BR-004,Morning,False
2025-06-02,BR-004,Morning,False
2025-06-03,BR-004,Morning,False
2025-06-04,BR-004,Morning,False
2025-06-05,BR-004,Morning,False
2025-06-06,BR-004,Morning,False
2025-06-07,BR-004,Morning,False
2025-06-08,BR-004,Morning,False
2025-06-09,BR-004,Morning,False
2025-06-10,BR-004,Morning,False
2025-06-11,BR-004,Morning,False
2025-06-12,BR-004,Morning,False
2025-06-13,BR-004,Morning,False
2025-06-14,BR-004,Morning,False
2025-06-15,BR-004,Morning,False
2025-06-16,BR-004,Morning,False
2025-06-17,BR-004,Morning,False
2025-06-18,BR-004,Morning,False
2025-06-19,BR-004,Morning,False
2025-06-20,BR-004,Morning,False
2025-06-21,BR-004,Morning,False
2025-06-22,BR-004,Morning,False
2025-06-23,BR-004,Morning,False
2025-06-24,BR-004,Morning,False
2025-06-25,BR-004,Morning,False
2025-06-26,BR-004,Morning,False
2025-06-27,BR-004,Morning,False
2025-06-28,BR-004,Morning,False
2025-06-29,BR-004,Morning,False
2025-06-30,BR-004,Morning,False
2025-07-01,BR-004,Morning,False
2025-07-02,BR-004,Morning,False
2025-07-03,BR-004,Morning,False
2025-07-04,BR-004,Morning,False
2025-07-05,BR-004,Morning,False
2025-07-06,BR-004,Morning,False
2025-07-07,BR-004,Morning,False
2025-07-08,BR-004,Morning,False
2025-07-09,BR-004,Morning,False
2025-07-10,BR-004,Morning,False
2025-07-11,BR-004,Morning,False
2025-07-12,BR-004,Morning,False
2025-07-13,BR-004,Morning,False
2025-07-14,BR-004,Morning,False
2025-07-15,BR-004,Morning,False
2025-07-16,BR-004,Morning,False
2025-07-17,BR-004,Morning,False
2025-07-18,BR-004,Morning,False
2025-07-19,BR-004,Morning,False
2025-07-20,BR-004,Morning,False
2025-07-21,BR-004,Morning,False
2025-07-22,BR-004,Morning,False
2025-07-23,BR-004,Morning,False
2025-07-24,BR-004,Morning,False
2025-07-25,BR-004,Morning,False
2025-07-26,BR-004,Morning,False
2025-07-27,BR-004,Morning,False
2025-07-28,BR-004,Morning,False
2025-07-29,BR-004,Morning,False
2025-07-30,BR-004,Morning,False
2025-07-31,BR-004,Morning,False
2025-08-01,BR-004,Morning,False
2025-08-02,BR-004,Morning,False
2025-08-03,BR-004,Morning,False
2025-08-04,BR-004,Morning,False
2025-08-05,BR-004,Morning,False
2025-08-06,BR-004,Morning,False
2025-08-07,BR-004,Morning,False
2025-08-08,BR-004,Morning,False
2025-08-09,BR-004,Morning,False
2025-08-10,BR-004,Morning,False
2025-08-11,BR-004,Morning,False
2025-08-12,BR-004,Morning,False
2025-08-13,BR-004,Morning,False
2025-08-14,BR-004,Morning,True
2025-08-15,BR-004,Morning,False
2025-08-16,BR-004,Morning,False
2025-08-17,BR-004,Morning,False
2025-08-18,BR-004,Morning,False
2025-08-19,BR-004,Morning,False
2025-08-20,BR-004,Morning,False
2025-08-21,BR-004,Morning,False
2025-08-22,BR-004,Morning,False
2025-08-23,BR-004,Morning,False
2025-08-24,BR-004,Morning,False
2025-08-25,BR-004,Morning,False
2025-08-26,BR-004,Morning,False
2025-08-27,BR-004,Morning,False
2025-08-28,BR-004,Morning,False
2025-08-29,BR-004,Morning,False
2025-08-30,BR-004,Morning,False
2025-08-31,BR-004,Morning,False
2025-09-01,BR-004,Morning,False
2025-09-02,BR-004,Morning,False
2025-09-03,BR-004,Morning,False
2025-09-04,BR-004,Morning,False
2025-09-05,BR-004,Morning,False
2025-09-06,BR-004,Morning,False
2025-09-07,BR-004,Morning,False
2025-09-08,BR-004,Morning,False
2025-09-09,BR-004,Morning,False
2025-09-10,BR-004,Morning,False
2025-09-11,BR-004,Morning,False
2025-09-12,BR-004,Morning,False
2025-09-13,BR-004,Morning,False
2025-09-14,BR-004,Morning,False
2025-09-15,BR-004,Morning,False
2025-09-16,BR-004,Morning,False
2025-09-17,BR-004,Morning,False
2025-09-18,BR-004,Morning,False
2025-09-19,BR-004,Morning,False
2025-09-20,BR-004,Morning,False
2025-09-21,BR-004,Morning,False
2025-09-22,BR-004,Morning,False
2025-09-23,BR-004,Morning,False
2025-09-24,BR-004,Morning,False
2025-09-25,BR-004,Morning,False
2025-09-26,BR-004,Morning,False
2025-09-27,BR-004,Morning,False
2025-09-28,BR-004,Morning,False
2025-09-29,BR-004,Morning,False
2025-09-30,BR-004,Morning,False
2025-10-01,BR-004,Morning,False
2025-10-02,BR-004,Morning,False
2025-10-03,BR-004,Morning,False
2025-10-04,BR-004,Morning,False
2025-10-05,BR-004,Morning,False
2025-10-06,BR-004,Morning,False
2025-10-07,BR-004,Morning,False
2025-10-08,BR-004,Morning,False
2025-10-09,BR-004,Morning,False
2025-10-10,BR-004,Morning,False
2025-10-11,BR-004,Morning,False
2025-10-12,BR-004,Morning,False
2025-10-13,BR-004,Morning,False
2025-10-14,BR-004,Morning,False
2025-10-15,BR-004,Morning,False
2025-10-16,BR-004,Morning,False
2025-10-17,BR-004,Morning,False
2025-10-18,BR-004,Morning,False
2025-10-19,BR-004,Morning,False
2025-10-20,BR-004,Morning,False
2025-10-21,BR-004,Morning,False
2025-10-22,BR-004,Morning,False
2025-10-23,BR-004,Morning,False
2025-10-24,BR-004,Morning,False
2025-10-25,BR-004,Morning,False
2025-10-26,BR-004,Morning,False
2025-10-27,BR-004,Morning,False
2025-10-28,BR-004,Morning,False
2025-10-29,BR-004,Morning,False
2025-10-30,BR-004,Morning,False
2025-10-31,BR-004,Morning,False
2025-11-01,BR-004,Morning,False
2025-11-02,BR-004,Morning,False
2025-11-03,BR-004,Morning,False
2025-11-04,BR-004,Morning,False
2025-11-05,BR-004,Morning,False
2025-11-06,BR-004,Morning,False
2025-11-07,BR-004,Morning,False
2025-11-08,BR-004,Morning,False
2025-11-09,BR-004,Morning,False
2025-11-10,BR-004,Morning,False
2025-11-11,BR-004,Morning,False
2025-11-12,BR-004,Morning,False
2025-11-13,BR-004,Morning,False
2025-11-14,BR-004,Morning,False
2025-11-15,BR-004,Morning,False
2025-11-16,BR-004,Morning,False
2025-11-17,BR-004,Morning,False
2025-11-18,BR-004,Morning,False
2025-11-19,BR-004,Morning,False
2025-11-20,BR-004,Morning,False
2025-11-21,BR-004,Morning,False
2025-11-22,BR-004,Morning,False
2025-11-23,BR-004,Morning,False
2025-11-24,BR-004,Morning,False
2025-11-25,BR-004,Morning,False
2025-11-26,BR-004,Morning,False
2025-11-27,BR-004,Morning,False
2025-11-28,BR-004,Morning,False
2025-11-29,BR-004,Morning,False
2025-11-30,BR-004,Morning,False
2025-12-01,BR-004,Morning,False
2025-12-02,BR-004,Morning,False
2025-12-03,BR-004,Morning,False
2025-12-04,BR-004,Morning,False
2025-12-05,BR-004,Morning,False
2025-12-06,BR-004,Morning,False
2025-12-07,BR-004,Morning,False
2025-12-08,BR-004,Morning,False
2025-12-09,BR-004,Morning,False
2025-12-10,BR-004,Morning,False
2025-12-11,BR-004,Morning,False
2025-12-12,BR-004,Morning,False
2025-12-13,BR-004,Morning,False
2025-12-14,BR-004,Morning,False
2025-12-15,BR-004,Morning,False
2025-12-16,BR-004,Morning,False
2025-12-17,BR-004,Morning,False
2025-12-18,BR-004,Morning,False
2025-12-19,BR-004,Morning,False
2025-12-20,BR-004,Morning,False
2025-12-21,BR-004,Morning,False
2025-12-22,BR-004,Morning,False
2025-12-23,BR-004,Morning,False
2025-12-24,BR-004,Morning,False
2025-12-25,BR-004,Morning,False
2025-12-26,BR-004,Morning,False
2025-12-27,BR-004,Morning,False
2025-12-28,BR-004,Morning,False
2025-12-29,BR-004,Morning,False
2025-12-30,BR-004,Morning,False
2025-12-31,BR-004,Morning,False
2026-01-01,BR-004,Morning,False
2026-01-02,BR-004,Morning,False
2026-01-03,BR-004,Morning,False
2026-01-04,BR-004,Morning,False
2026-01-05,BR-004,Morning,False
2026-01-06,BR-004,Morning,False
2026-01-07,BR-004,Morning,False
2026-01-08,BR-004,Morning,False
2026-01-09,BR-004,Morning,False
2026-01-10,BR-004,Morning,False
2026-01-11,BR-004,Morning,False
2026-01-12,BR-004,Morning,False
2026-01-13,BR-004,Morning,False
2026-01-14,BR-004,Morning,False
2026-01-15,BR-004,Morning,False
2026-01-16,BR-004,Morning,False
2026-01-17,BR-004,Morning,False
2026-01-18,BR-004,Morning,False
2026-01-19,BR-004,Morning,False
2026-01-20,BR-004,Morning,False
2026-01-21,BR-004,Morning,False
2026-01-22,BR-004,Morning,False
2026-01-23,BR-004,Morning,False
2026-01-24,BR-004,Morning,False
2026-01-25,BR-004,Morning,False
2026-01-26,BR-004,Morning,False
2026-01-27,BR-004,Morning,False
2026-01-28,BR-004,Morning,False
2026-01-29,BR-004,Morning,False
2026-01-30,BR-004,Morning,False
2026-01-31,BR-004,Morning,False
2026-02-01,BR-004,Morning,False
2026-02-02,BR-004,Morning,False
2026-02-03,BR-004,Morning,False
2026-02-04,BR-004,Morning,False
2026-02-05,BR-004,Morning,False
2026-02-06,BR-004,Morning,False
2026-02-07,BR-004,Morning,False
2026-02-08,BR-004,Morning,False
2026-02-09,BR-004,Morning,False
2026-02-10,BR-004,Morning,False
2026-02-11,BR-004,Morning,False
2026-02-12,BR-004,Morning,False
2026-02-13,BR-004,Morning,False
2026-02-14,BR-004,Morning,False
2026-02-15,BR-004,Morning,False
2026-02-16,BR-004,Morning,False
2026-02-17,BR-004,Morning,False
2026-02-18,BR-004,Morning,False
2026-02-19,BR-004,Morning,False
2026-02-20,BR-004,Morning,False
2026-02-21,BR-004,Morning,False
2026-02-22,BR-004,Morning,False
2026-02-23,BR-004,Morning,False
2026-02-24,BR-004,Morning,False
2026-02-25,BR-004,Morning,False
2026-02-26,BR-004,Morning,False
2026-02-27,BR-004,Morning,False
2026-02-28,BR-004,Morning,False
2026-03-01,BR-004,Morning,False
2026-03-02,BR-004,Morning,False
2026-03-03,BR-004,Morning,False
2026-03-04,BR-004,Morning,True
2026-03-05,BR-004,Morning,False
2026-03-06,BR-004,Morning,False
2026-03-07,BR-004,Morning,False
2026-03-08,BR-004,Morning,False
2026-03-09,BR-004,Morning,False
2026-03-10,BR-004,Morning,False
2026-03-11,BR-004,Morning,False
2026-03-12,BR-004,Morning,False
2026-03-13,BR-004,Morning,False
2026-03-14,BR-004,Morning,False
2026-03-15,BR-004,Morning,False
2026-03-16,BR-004,Morning,False
2026-03-17,BR-004,Morning,False
2026-03-18,BR-004,Morning,False
2026-03-19,BR-004,Morning,False
2026-03-20,BR-004,Morning,False
2026-03-21,BR-004,Morning,False
2026-03-22,BR-004,Morning,False
2026-03-23,BR-004,Morning,False
2026-03-24,BR-004,Morning,False
2026-03-25,BR-004,Morning,False
2026-03-26,BR-004,Morning,False
2026-03-27,BR-004,Morning,False
2026-03-28,BR-004,Morning,False
2026-03-29,BR-004,Morning,False
2026-03-30,BR-004,Morning,False
2026-03-31,BR-004,Morning,False
2026-04-01,BR-004,Morning,False
2026-04-02,BR-004,Morning,False
2026-04-03,BR-004,Morning,False
2026-04-04,BR-004,Morning,False
2026-04-05,BR-004,Morning,False
2026-04-06,BR-004,Morning,False
2026-04-07,BR-004,Morning,False
2026-04-08,BR-004,Morning,False
2026-04-09,BR-004,Morning,False
2026-04-10,BR-004,Morning,False
2026-04-11,BR-004,Morning,False
2026-04-12,BR-004,Morning,False
2026-04-13,BR-004,Morning,False
2026-04-14,BR-004,Morning,False
2026-04-15,BR-004,Morning,False
2026-04-16,BR-004,Morning,False
2026-04-17,BR-004,Morning,False
2026-04-18,BR-004,Morning,False
2026-04-19,BR-004,Morning,False
2026-04-20,BR-004,Morning,True
2026-04-21,BR-004,Morning,False
2026-04-22,BR-004,Morning,False
2026-04-23,BR-004,Morning,False
2026-04-24,BR-004,Morning,False
2026-04-25,BR-004,Morning,False
2026-04-26,BR-004,Morning,False
2026-04-27,BR-004,Morning,False
2026-04-28,BR-004,Morning,False
2026-04-29,BR-004,Morning,False
2026-04-30,BR-004,Morning,False
2026-05-01,BR-004,Morning,False
2026-05-02,BR-004,Morning,False
2026-05-03,BR-004,Morning,False
2026-05-04,BR-004,Morning,False
2026-05-05,BR-004,Morning,False
2026-05-06,BR-004,Morning,False
2026-05-07,BR-004,Morning,False
2026-05-08,BR-004,Morning,True
2026-05-09,BR-004,Morning,True
2026-05-10,BR-004,Morning,False
2026-05-11,BR-004,Morning,False
2026-05-12,BR-004,Morning,False
2026-05-13,BR-004,Morning,False
2026-05-14,BR-004,Morning,False
2026-05-15,BR-004,Morning,False
2026-05-16,BR-004,Morning,False
2026-05-17,BR-004,Morning,False
2026-05-18,BR-004,Morning,True
2026-05-19,BR-004,Morning,False
2026-05-20,BR-004,Morning,True
2026-05-21,BR-004,Morning,False
2026-05-22,BR-004,Morning,True
2026-05-23,BR-004,Morning,True
2026-05-24,BR-004,Morning,False
2026-05-25,BR-004,Morning,False
2026-05-26,BR-004,Morning,False
2026-05-27,BR-004,Morning,False
2026-05-28,BR-004,Morning,False
2026-05-29,BR-004,Morning,False
2026-05-30,BR-004,Morning,False
2026-05-31,BR-004,Morning,False
2026-06-01,BR-004,Morning,False
2026-06-02,BR-004,Morning,False
2026-06-03,BR-004,Morning,False
2026-06-04,BR-004,Morning,False
2026-06-05,BR-004,Morning,True
2026-06-06,BR-004,Morning,False
2026-06-07,BR-004,Morning,False
2026-06-08,BR-004,Morning,False
2026-06-09,BR-004,Morning,False
2026-06-10,BR-004,Morning,False
2026-06-11,BR-004,Morning,False
2026-06-12,BR-004,Morning,False
2026-06-13,BR-004,Morning,False
2026-06-14,BR-004,Morning,False
2026-06-15,BR-004,Morning,False
2026-06-16,BR-004,Morning,False
2026-06-17,BR-004,Morning,False
2026-06-18,BR-004,Morning,False
2026-06-19,BR-004,Morning,False
2026-06-20,BR-004,Morning,False
2026-06-21,BR-004,Morning,False
2026-06-22,BR-004,Morning,False
2026-06-23,BR-004,Morning,False
2026-06-24,BR-004,Morning,False
2026-06-25,BR-004,Morning,False
2026-06-26,BR-004,Morning,False
2026-06-27,BR-004,Morning,False
2026-06-28,BR-004,Morning,False
2026-06-29,BR-004,Morning,False
2026-06-30,BR-004,Morning,False
2026-07-01,BR-004,Morning,False
2026-07-02,BR-004,Morning,False
2026-07-03,BR-004,Morning,False
2026-07-04,BR-004,Morning,False
2026-07-05,BR-004,Morning,False
2026-07-06,BR-004,Morning,False
2026-07-07,BR-004,Morning,False
2026-07-08,BR-004,Morning,False
2026-07-09,BR-004,Morning,False
2026-07-10,BR-004,Morning,False
2026-07-11,BR-004,Morning,False
2026-07-12,BR-004,Morning,False
2026-07-13,BR-004,Morning,False
2026-07-14,BR-004,Morning,False
2026-07-15,BR-004,Morning,False
2026-07-16,BR-004,Morning,False
2026-07-17,BR-004,Morning,False
2026-07-18,BR-004,Morning,False
2026-07-19,BR-004,Morning,False
2026-07-20,BR-004,Morning,False
2026-07-21,BR-004,Morning,False
2026-07-22,BR-004,Morning,False
2026-07-23,BR-004,Morning,False
2026-07-24,BR-004,Morning,False
2026-07-25,BR-004,Morning,False
2026-07-26,BR-004,Morning,False
2026-07-27,BR-004,Morning,False
2026-07-28,BR-004,Morning,False
2026-07-29,BR-004,Morning,False
2026-07-30,BR-004,Morning,False
2026-07-31,BR-004,Morning,False
2026-08-01,BR-004,Morning,False
2026-08-02,BR-004,Morning,False
2026-08-03,BR-004,Morning,False
2026-08-04,BR-004,Morning,False
2026-08-05,BR-004,Morning,False
2026-08-06,BR-004,Morning,False
2026-08-07,BR-004,Morning,False
2026-08-08,BR-004,Morning,False
2026-08-09,BR-004,Morning,False
2026-08-10,BR-004,Morning,False
2026-08-11,BR-004,Morning,True
2026-08-12,BR-004,Morning,False
2026-08-13,BR-004,Morning,False
2026-08-14,BR-004,Morning,False
2026-08-15,BR-004,Morning,False
2026-08-16,BR-004,Morning,False
2026-08-17,BR-004,Morning,False
2026-08-18,BR-004,Morning,False
2026-08-19,BR-004,Morning,False
2026-08-20,BR-004,Morning,False
2026-08-21,BR-004,Morning,False
2026-08-22,BR-004,Morning,False
2026-08-23,BR-004,Morning,False
2026-08-24,BR-004,Morning,False
2026-08-25,BR-004,Morning,False
2026-08-26,BR-004,Morning,False
2026-08-27,BR-004,Morning,False
2026-08-28,BR-004,Morning,False
2026-08-29,BR-004,Morning,False
2026-08-30,BR-004,Morning,False
2026-08-31,BR-004,Morning,False
2024-01-01,BR-005,Afternoon,False
2024-01-02,BR-005,Afternoon,False
2024-01-03,BR-005,Afternoon,False
2024-01-04,BR-005,Afternoon,False
2024-01-05,BR-005,Afternoon,False
2024-01-06,BR-005,Afternoon,False
2024-01-07,BR-005,Afternoon,False
2024-01-08,BR-005,Afternoon,False
2024-01-09,BR-005,Afternoon,False
2024-01-10,BR-005,Afternoon,False
2024-01-11,BR-005,Afternoon,False
2024-01-12,BR-005,Afternoon,False
2024-01-13,BR-005,Afternoon,False
2024-01-14,BR-005,Afternoon,False
2024-01-15,BR-005,Afternoon,False
2024-01-16,BR-005,Afternoon,False
2024-01-17,BR-005,Afternoon,False
2024-01-18,BR-005,Afternoon,False
2024-01-19,BR-005,Afternoon,False
2024-01-20,BR-005,Afternoon,False
2024-01-21,BR-005,Afternoon,False
2024-01-22,BR-005,Afternoon,False
2024-01-23,BR-005,Afternoon,False
2024-01-24,BR-005,Afternoon,False
2024-01-25,BR-005,Afternoon,False
2024-01-26,BR-005,Afternoon,False
2024-01-27,BR-005,Afternoon,False
2024-01-28,BR-005,Afternoon,False
2024-01-29,BR-005,Afternoon,False
2024-01-30,BR-005,Afternoon,False
2024-01-31,BR-005,Afternoon,False
2024-02-01,BR-005,Afternoon,False
2024-02-02,BR-005,Afternoon,False
2024-02-03,BR-005,Afternoon,False
2024-02-04,BR-005,Afternoon,False
2024-02-05,BR-005,Afternoon,False
2024-02-06,BR-005,Afternoon,False
2024-02-07,BR-005,Afternoon,False
2024-02-08,BR-005,Afternoon,False
2024-02-09,BR-005,Afternoon,False
2024-02-10,BR-005,Afternoon,False
2024-02-11,BR-005,Afternoon,False
2024-02-12,BR-005,Afternoon,False
2024-02-13,BR-005,Afternoon,False
2024-02-14,BR-005,Afternoon,False
2024-02-15,BR-005,Afternoon,False
2024-02-16,BR-005,Afternoon,False
2024-02-17,BR-005,Afternoon,False
2024-02-18,BR-005,Afternoon,False
2024-02-19,BR-005,Afternoon,False
2024-02-20,BR-005,Afternoon,False
2024-02-21,BR-005,Afternoon,False
2024-02-22,BR-005,Afternoon,False
2024-02-23,BR-005,Afternoon,False
2024-02-24,BR-005,Afternoon,False
2024-02-25,BR-005,Afternoon,False
2024-02-26,BR-005,Afternoon,False
2024-02-27,BR-005,Afternoon,False
2024-02-28,BR-005,Afternoon,False
2024-02-29,BR-005,Afternoon,False
2024-03-01,BR-005,Afternoon,False
2024-03-02,BR-005,Afternoon,False
2024-03-03,BR-005,Afternoon,False
2024-03-04,BR-005,Afternoon,False
2024-03-05,BR-005,Afternoon,False
2024-03-06,BR-005,Afternoon,False
2024-03-07,BR-005,Afternoon,False
2024-03-08,BR-005,Afternoon,False
2024-03-09,BR-005,Afternoon,False
2024-03-10,BR-005,Afternoon,False
2024-03-11,BR-005,Afternoon,False
2024-03-12,BR-005,Afternoon,False
2024-03-13,BR-005,Afternoon,False
2024-03-14,BR-005,Afternoon,False
2024-03-15,BR-005,Afternoon,False
2024-03-16,BR-005,Afternoon,False
2024-03-17,BR-005,Afternoon,False
2024-03-18,BR-005,Afternoon,False
2024-03-19,BR-005,Afternoon,False
2024-03-20,BR-005,Afternoon,False
2024-03-21,BR-005,Afternoon,False
2024-03-22,BR-005,Afternoon,False
2024-03-23,BR-005,Afternoon,False
2024-03-24,BR-005,Afternoon,False
2024-03-25,BR-005,Afternoon,False
2024-03-26,BR-005,Afternoon,False
2024-03-27,BR-005,Afternoon,False
2024-03-28,BR-005,Afternoon,False
2024-03-29,BR-005,Afternoon,False
2024-03-30,BR-005,Afternoon,False
2024-03-31,BR-005,Afternoon,False
2024-04-01,BR-005,Afternoon,False
2024-04-02,BR-005,Afternoon,False
2024-04-03,BR-005,Afternoon,False
2024-04-04,BR-005,Afternoon,False
2024-04-05,BR-005,Afternoon,False
2024-04-06,BR-005,Afternoon,False
2024-04-07,BR-005,Afternoon,False
2024-04-08,BR-005,Afternoon,False
2024-04-09,BR-005,Afternoon,False
2024-04-10,BR-005,Afternoon,False
2024-04-11,BR-005,Afternoon,False
2024-04-12,BR-005,Afternoon,False
2024-04-13,BR-005,Afternoon,False
2024-04-14,BR-005,Afternoon,False
2024-04-15,BR-005,Afternoon,False
2024-04-16,BR-005,Afternoon,False
2024-04-17,BR-005,Afternoon,False
2024-04-18,BR-005,Afternoon,False
2024-04-19,BR-005,Afternoon,False
2024-04-20,BR-005,Afternoon,False
2024-04-21,BR-005,Afternoon,False
2024-04-22,BR-005,Afternoon,False
2024-04-23,BR-005,Afternoon,False
2024-04-24,BR-005,Afternoon,False
2024-04-25,BR-005,Afternoon,False
2024-04-26,BR-005,Afternoon,False
2024-04-27,BR-005,Afternoon,False
2024-04-28,BR-005,Afternoon,False
